ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
gleich,hoch,gleich,gleich,hoch,gleich,5,4,2,3,2,,2,5,1,3,5,1,1,1,4,4,3,1,3,5,5,5,4,3,1,3,,,,,,,,,,ReSteuWip,5,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,runter,runter,gleich,runter,1,1,2,1,3,,1,5,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,1,2,1,FuE,35,20-49,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,runter,gleich,hoch,gleich,5,5,3,3,3,,2,5,3,3,5,3,3,1,4,4,1,3,2,2,2,,4,3,1,1,1,4,1,5,1,5,1,5,1,ReSteuWip,28,20-49,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,gleich,1,3,3,3,3,,2,1,3,3,3,1,2,2,3,2,2,2,3,2,2,2,3,2,2,4,1,4,,2,1,4,1,4,2,IKT-Dienstleister,15,10-19,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,runter,gleich,2,1,3,3,3,,3,2,3,3,3,1,1,3,3,3,1,1,3,1,1,1,1,1,1,1,1,3,2,3,1,5,1,5,,Fahrzeugbau,15,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,runter,runter,gleich,runter,runter,5,3,3,4,3,,4,4,3,2,5,1,3,4,5,5,2,3,4,5,5,4,5,4,5,5,2,4,2,3,1,5,1,5,2,FuE,8,5-9,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,gleich,4,3,2,2,3,,2,5,1,1,5,1,2,1,5,3,3,2,3,2,3,3,3,4,2,1,1,4,1,4,1,4,1,4,2,FuE,10,10-19,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,hoch,5,4,2,3,3,,2,5,3,3,5,1,2,2,5,4,3,3,3,4,4,3,4,4,3,3,1,4,2,4,1,4,1,4,2,UBeratung,271,250-499,>=100,11.625,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,hoch,hoch,gleich,hoch,4,4,2,3,3,,2,4,3,3,5,4,4,3,4,4,3,4,3,4,4,3,3,2,2,4,1,4,1,4,1,5,1,4,3,Sonstiges VG,20,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,3,3,3,3,3,,3,3,3,3,3,1,2,4,4,5,1,1,4,4,4,2,2,,,,,,,,,,,,,Sonstiges VG,16,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
gleich,hoch,hoch,hoch,hoch,hoch,4,4,2,2,3,,2,3,3,3,5,3,3,1,2,2,2,5,2,3,5,4,3,1,1,3,1,5,2,4,1,5,1,5,1,Chemie/Pharma,12,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
hoch,hoch,runter,gleich,gleich,runter,3,4,3,3,3,,2,3,3,3,2,2,2,4,5,4,1,3,4,5,5,3,2,3,5,5,,,,,,,,,,Maschinenbau,209,100-249,>=100,39.74509803921568,0,VG,VG,Maschinenbau
gleich,gleich,gleich,hoch,hoch,gleich,3,5,2,3,3,,2,3,3,3,4,2,4,1,4,3,3,3,3,4,4,4,4,2,2,2,1,5,2,3,1,5,1,5,1,Maschinenbau,37,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,gleich,gleich,hoch,hoch,gleich,3,3,2,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,1,Fahrzeugbau,413,250-499,>=100,20.375,1,VG,VG,Fahrzeugbau
hoch,gleich,hoch,gleich,gleich,gleich,1,3,3,3,3,,3,3,3,3,4,1,1,4,4,4,1,1,1,4,2,4,3,2,4,5,1,2,2,3,1,5,1,5,1,UBeratung,50,50-99,20-99,96.14285714285714,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,runter,runter,runter,runter,3,3,2,2,3,,2,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,,3,2,3,3,Fahrzeugbau,1390,>=1000,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,gleich,gleich,hoch,hoch,gleich,3,4,2,4,3,,2,3,3,3,2,2,4,1,5,5,2,3,4,4,3,4,2,3,3,4,1,3,2,3,2,2,2,2,2,FuE,198,100-249,>=100,19.375,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,hoch,hoch,hoch,5,4,3,3,3,,2,5,1,3,3,1,2,3,5,4,3,3,3,5,5,5,4,1,1,3,1,,1,3,1,3,1,3,2,Chemie/Pharma,50,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,runter,runter,runter,runter,runter,3,5,3,4,3,,2,3,3,3,2,1,1,3,5,5,1,1,4,5,5,1,3,5,1,5,,,,,,,,,,Sonstiges VG,580,500-999,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
hoch,hoch,gleich,gleich,gleich,gleich,5,5,2,3,3,,2,5,1,2,5,2,4,2,4,4,3,4,2,4,4,4,4,3,2,2,2,3,2,3,1,5,1,5,2,Fahrzeugbau,400,250-499,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,gleich,gleich,gleich,runter,gleich,2,4,3,3,3,,2,3,3,3,2,1,3,2,4,3,1,1,1,2,3,3,3,1,1,1,,,,,,,,,,Sonstiges VG,70,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,gleich,runter,gleich,gleich,hoch,3,5,3,3,3,,2,4,3,3,4,1,3,3,5,4,1,3,4,4,4,2,1,1,1,4,1,4,2,4,1,5,1,5,2,Sonstiges VG,197,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,hoch,hoch,gleich,3,4,2,3,3,,2,3,3,3,3,2,4,3,4,4,2,3,3,3,2,3,3,2,3,3,1,3,1,3,1,3,1,3,2,Sonstiges VG,25,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,runter,runter,runter,3,3,3,4,3,,3,3,3,3,3,1,1,1,5,5,5,5,5,4,3,3,3,2,5,5,,,,,,,,,,Fahrzeugbau,99,50-99,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
hoch,hoch,hoch,hoch,gleich,hoch,5,3,2,3,3,,2,5,3,3,5,1,5,1,3,3,4,4,2,2,3,4,1,5,1,4,1,4,2,3,1,4,1,4,2,Fahrzeugbau,159,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,runter,gleich,gleich,runter,gleich,5,5,3,2,3,,1,5,3,3,5,1,5,1,3,3,3,5,1,3,1,3,5,3,1,1,1,5,1,5,1,5,1,5,2,Medienbranche,189,100-249,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
runter,gleich,gleich,gleich,gleich,gleich,2,1,,,3,,2,2,3,3,3,1,1,1,,,,,,,,,,,,1,,,,,,,,,,Sonstiges VG,26,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,gleich,gleich,hoch,hoch,gleich,5,5,2,3,3,,1,5,3,1,5,1,5,1,3,3,1,4,1,5,5,5,5,1,1,1,1,5,2,5,1,5,1,5,2,Sonstiges VG,80,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
hoch,gleich,gleich,gleich,gleich,gleich,2,4,2,2,3,,2,2,3,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,,,,,,,,,,Fahrzeugbau,26,20-49,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
hoch,hoch,runter,hoch,hoch,hoch,3,3,2,3,3,,2,2,2,2,3,1,5,5,5,5,,1,5,5,5,1,1,1,5,5,,,,,,,,,,Sonstiges VG,9,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
gleich,hoch,gleich,hoch,gleich,gleich,4,4,3,2,3,,2,5,3,3,4,1,2,2,4,4,1,1,4,4,4,2,2,4,3,4,,,,,,,,,,Sonstiges VG,450,250-499,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
gleich,runter,runter,runter,runter,runter,3,5,3,3,3,,2,4,1,2,4,2,3,3,4,4,2,2,3,4,5,4,3,3,2,4,1,5,2,4,1,4,1,4,2,Chemie/Pharma,700,500-999,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,gleich,hoch,hoch,gleich,hoch,5,4,2,3,3,,2,5,1,1,5,4,4,1,3,3,1,3,1,3,4,4,4,1,3,1,1,3,1,3,1,3,1,3,4,Sonstiges VG,85,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,3,2,2,2,3,,3,5,3,3,5,,,,,,,,,,,,,,,,2,3,2,3,2,3,2,3,1,ReSteuWip,20,20-49,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,gleich,gleich,2,3,3,3,3,,2,3,3,3,3,1,3,3,4,4,1,2,5,4,3,2,3,4,5,5,2,2,2,2,1,2,1,2,2,Sonstiges VG,120,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,runter,hoch,hoch,hoch,4,3,3,3,3,,3,4,3,3,3,2,2,3,3,4,2,1,2,2,4,3,2,2,3,4,1,3,2,2,1,4,2,2,2,Maschinenbau,12,10-19,5-19,155.2,1,VG,VG,Maschinenbau
gleich,gleich,runter,hoch,gleich,runter,4,5,2,3,3,,2,5,3,3,5,1,1,3,5,5,1,2,1,5,5,4,4,3,1,4,1,5,2,5,1,5,,5,3,Sonstiges VG,500,500-999,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,runter,runter,runter,runter,runter,2,5,3,2,3,,2,2,3,3,4,1,1,3,2,2,1,1,1,2,2,2,2,1,1,2,,,,,,,,,,IKT-Hardware,42,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,runter,hoch,runter,gleich,4,5,2,3,3,,2,4,3,3,5,3,2,4,5,4,1,2,4,4,5,3,4,3,3,5,1,4,2,4,1,5,1,5,2,Chemie/Pharma,185,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
gleich,gleich,gleich,gleich,gleich,gleich,2,3,2,3,3,,2,3,3,3,3,1,1,1,2,2,,,,,,,,,,,1,2,1,2,2,,2,,1,Maschinenbau,25,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,hoch,runter,gleich,hoch,4,4,3,3,3,,2,4,3,3,4,1,2,3,5,3,2,2,3,4,5,3,3,1,1,4,2,4,2,3,1,5,1,5,2,Chemie/Pharma,47,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
hoch,hoch,gleich,gleich,gleich,gleich,5,5,3,3,3,,2,4,3,3,3,1,1,3,3,4,1,2,2,4,5,1,1,3,1,3,1,2,2,1,1,4,1,4,2,Chemie/Pharma,200,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
hoch,hoch,gleich,hoch,hoch,gleich,5,3,3,3,3,,2,3,3,3,2,1,1,3,5,5,1,1,5,4,4,2,2,4,1,5,1,4,2,4,1,5,1,5,1,Fahrzeugbau,20,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
hoch,hoch,hoch,hoch,hoch,hoch,2,3,2,2,3,,2,3,3,3,4,3,4,2,4,3,3,4,3,5,1,5,3,2,1,2,1,5,1,4,1,5,1,5,4,ReSteuWip,1945,>=1000,>=100,22.07692307692308,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,5,5,2,3,3,,2,5,1,1,5,2,4,1,4,4,2,4,3,4,3,4,4,2,2,2,1,5,1,3,1,5,1,5,3,FuE,404,250-499,>=100,19.375,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,hoch,gleich,gleich,5,4,3,3,3,,2,5,1,1,3,1,5,4,5,5,1,2,2,5,5,5,4,4,3,1,1,5,2,3,2,2,1,3,2,Medienbranche,88,50-99,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
hoch,hoch,gleich,hoch,hoch,hoch,3,4,2,2,3,,2,2,1,3,2,1,2,3,3,3,3,3,3,3,5,4,3,3,3,3,1,3,,3,1,3,1,3,1,Werbung,16,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,hoch,hoch,gleich,2,5,2,2,3,,2,2,3,3,4,2,3,2,3,3,1,1,1,5,4,3,3,3,,3,,,,,,,,,,Chemie/Pharma,79,50-99,20-99,23.925,0,VG,VG,Chemie/Pharma
runter,gleich,gleich,hoch,gleich,hoch,3,5,3,3,3,,1,2,3,3,4,1,4,1,4,4,1,3,1,5,2,5,3,1,1,3,2,3,1,3,1,5,1,5,2,Sonstiges VG,118,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,hoch,gleich,hoch,hoch,gleich,5,,3,2,3,,3,5,3,3,5,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,FuE,10,10-19,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,runter,runter,gleich,runter,1,4,2,2,3,,2,3,1,3,5,3,2,1,3,2,1,4,4,2,3,3,2,3,1,4,1,5,2,3,1,2,1,4,2,techDL,115,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,hoch,hoch,hoch,3,5,2,3,3,,2,3,1,1,3,2,3,2,4,4,1,3,3,4,4,3,3,2,2,4,,,,,,,,,,Chemie/Pharma,225,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
gleich,gleich,runter,gleich,gleich,hoch,2,2,3,4,3,,3,2,3,3,2,1,1,1,4,2,3,1,4,4,4,4,2,5,3,2,1,4,2,4,1,4,1,4,1,IKT-Dienstleister,80,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,gleich,hoch,hoch,hoch,1,3,3,3,3,,2,1,3,3,3,1,1,3,4,4,1,2,3,5,4,3,3,3,3,4,1,3,2,4,1,4,1,4,2,Fahrzeugbau,150,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
hoch,hoch,gleich,gleich,hoch,gleich,4,4,2,2,3,,2,4,3,3,3,2,4,2,2,1,1,3,1,2,3,3,2,2,1,1,,,,,,,,,,techDL,9,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,4,4,2,3,3,,3,3,3,3,5,3,3,4,3,2,2,2,3,4,4,3,1,1,1,1,,,,,,,,,,Fahrzeugbau,20,20-49,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
runter,runter,gleich,hoch,hoch,hoch,4,4,2,3,3,,2,4,1,1,5,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,1,3,1,3,1,3,1,3,3,IKT-Hardware,180,100-249,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,hoch,3,2,3,4,3,,2,4,3,3,5,1,4,3,4,4,2,2,2,3,3,4,4,2,2,3,1,4,2,4,1,5,1,5,1,Sonstiges VG,15,10-19,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
hoch,gleich,gleich,gleich,gleich,hoch,4,4,2,3,3,,2,5,3,3,5,2,4,2,4,4,3,2,4,4,5,4,2,1,1,1,,,,,,,,,,IKT-Dienstleister,170,100-249,>=100,35.70454545454545,0,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,hoch,gleich,1,4,3,2,3,,3,2,3,3,2,1,1,2,3,3,1,1,2,3,3,1,2,3,1,3,1,3,2,3,1,3,1,3,1,Chemie/Pharma,7,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,gleich,gleich,gleich,gleich,gleich,2,4,3,3,3,,2,1,3,3,1,1,1,3,5,5,1,1,3,5,3,3,1,1,1,5,1,4,2,3,1,5,1,5,2,Sonstiges VG,5,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,4,4,3,4,3,,2,4,3,3,4,1,3,2,5,5,2,3,4,4,4,4,4,2,5,5,1,4,2,4,1,4,1,4,3,Fahrzeugbau,6,5-9,5-19,38.76,1,VG,VG,Fahrzeugbau
gleich,gleich,gleich,gleich,gleich,gleich,2,3,2,2,3,,2,4,3,3,3,1,2,3,3,3,1,1,1,2,2,2,3,1,1,1,,,,,,,,,,Sonstiges VG,53,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,runter,runter,gleich,runter,runter,3,4,3,3,3,,3,5,1,3,5,1,1,2,4,4,4,1,2,5,5,1,1,1,1,3,1,2,2,2,1,4,2,2,2,ReSteuWip,30,20-49,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,gleich,2,3,2,3,3,,2,1,3,3,3,1,3,3,4,4,1,1,1,1,1,3,1,1,1,1,1,4,2,3,1,5,1,5,1,Sonstiges VG,8,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
,runter,gleich,,gleich,gleich,4,5,3,3,1,,2,4,2,2,3,1,1,5,5,5,1,3,5,5,5,1,1,5,5,5,,,,,,,,,,Chemie/Pharma,22,20-49,20-99,23.925,0,VG,VG,Chemie/Pharma
hoch,hoch,hoch,gleich,gleich,gleich,5,4,3,3,3,,3,5,3,3,3,1,1,2,2,2,1,1,3,3,3,1,2,2,1,3,,,,,,,,,,ReSteuWip,140,100-249,>=100,22.07692307692308,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,hoch,hoch,gleich,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maschinenbau,13,10-19,5-19,155.2,1,VG,VG,Maschinenbau
hoch,hoch,gleich,hoch,hoch,gleich,5,5,2,3,1,,1,5,1,3,5,2,3,3,5,5,1,1,3,5,5,5,5,3,3,2,1,5,1,5,1,5,1,5,3,Fahrzeugbau,488,250-499,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,hoch,gleich,hoch,hoch,gleich,5,4,2,2,3,,1,5,1,1,5,1,5,1,3,4,1,4,1,2,1,3,3,1,1,1,1,,1,5,1,5,1,5,2,FuE,4,5-9,5-19,67.42105263157895,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,gleich,hoch,gleich,5,4,3,3,3,,2,5,3,3,4,1,1,1,3,3,2,2,4,4,4,3,4,1,1,3,1,,2,2,1,5,1,2,1,ReSteuWip,30,20-49,20-99,86.62222222222222,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,hoch,hoch,gleich,2,4,3,3,3,,2,5,3,3,5,1,3,2,4,4,3,2,4,4,4,1,1,3,3,3,1,3,2,2,1,4,1,3,,Sonstiges VG,28,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,hoch,runter,runter,runter,2,4,3,3,3,,3,5,3,3,2,1,2,4,5,5,1,2,5,5,5,2,2,5,3,5,1,4,2,3,2,3,2,3,1,Fahrzeugbau,234,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
runter,gleich,hoch,hoch,hoch,hoch,3,5,,3,2,'Klärung',1,5,1,1,4,2,3,3,5,5,2,4,3,5,5,3,4,3,1,1,1,5,1,5,1,5,1,5,2,IKT-Hardware,650,500-999,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
gleich,runter,gleich,,gleich,gleich,4,5,2,3,3,,2,3,3,3,5,1,2,1,4,4,1,1,2,5,5,5,5,1,1,1,1,4,1,4,1,5,1,5,2,Sonstiges VG,114,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,hoch,gleich,hoch,4,4,2,3,3,,2,5,3,3,5,3,4,1,3,4,1,4,1,1,1,3,4,1,1,1,,,,,,,,,,Fahrzeugbau,4,5-9,5-19,38.76,0,VG,VG,Fahrzeugbau
hoch,runter,gleich,gleich,runter,gleich,4,4,3,3,3,,2,4,3,3,2,1,3,1,4,5,1,2,5,5,4,2,1,1,1,4,1,4,1,4,1,4,1,4,2,Maschinenbau,155,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,hoch,gleich,hoch,hoch,hoch,4,5,2,3,3,,2,5,3,2,4,3,4,2,4,3,2,2,2,4,3,4,4,2,3,2,1,3,1,3,1,3,2,4,3,IKT-Dienstleister,310,250-499,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
runter,hoch,hoch,hoch,hoch,gleich,3,5,2,3,3,,2,3,3,3,5,1,3,3,5,5,3,3,3,5,5,3,1,5,1,3,1,5,1,5,1,5,1,5,2,techDL,22,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,hoch,gleich,gleich,5,4,1,3,3,,1,5,1,2,5,3,4,2,4,4,3,4,2,5,5,4,3,2,2,2,1,5,1,4,1,5,1,5,3,Fahrzeugbau,118,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
runter,gleich,gleich,gleich,,gleich,5,3,3,3,3,,2,4,3,3,3,1,1,1,3,3,1,1,2,3,3,2,3,1,3,1,1,4,2,3,1,5,1,4,1,Sonstiges VG,4,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,hoch,5,5,1,3,3,,1,5,1,3,5,2,3,2,5,4,2,3,3,5,3,4,3,2,1,2,1,5,2,5,1,5,1,5,2,ReSteuWip,300,250-499,>=100,22.07692307692308,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,gleich,5,2,3,4,3,,2,5,3,3,2,1,1,3,5,5,1,1,3,4,4,2,1,3,1,3,,,,,,,,,,Sonstiges VG,4,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,runter,4,4,3,3,3,,1,4,3,3,5,3,3,1,2,3,1,1,5,3,5,3,3,3,3,1,1,3,1,5,1,5,1,5,1,Chemie/Pharma,75,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,gleich,gleich,gleich,gleich,gleich,4,3,3,3,3,,3,4,1,,3,2,4,1,4,3,,1,1,3,2,4,4,2,,,,,,,,,,,,Sonstiges VG,33,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,gleich,runter,gleich,gleich,runter,3,2,2,2,3,,2,3,3,3,5,1,5,1,5,5,1,5,1,5,1,1,1,1,1,1,2,5,2,5,1,5,1,5,2,Maschinenbau,41,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,runter,runter,runter,runter,2,1,3,4,3,,3,1,3,3,,1,1,1,5,5,1,1,5,5,5,1,1,5,5,5,,,,,,,,,,Sonstiges VG,200,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,1,5,3,4,3,,1,3,3,3,3,1,3,3,5,5,1,1,5,1,4,1,1,3,1,5,1,3,1,5,1,5,1,5,1,Chemie/Pharma,4,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,runter,gleich,runter,runter,runter,4,3,3,3,,,1,3,3,3,4,1,2,4,3,4,4,1,2,1,2,2,2,2,1,3,,,,,,,,,,sonstigeDL,4,5-9,5-19,114.8181818181818,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,gleich,runter,runter,runter,2,4,3,2,3,,3,5,1,,5,1,5,3,5,4,1,4,2,5,5,5,4,3,4,5,1,3,1,2,1,1,1,1,2,Maschinenbau,33,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,gleich,hoch,hoch,hoch,gleich,4,4,2,3,3,,1,5,3,2,5,3,4,2,3,3,2,3,3,4,4,4,4,2,3,4,2,2,2,3,1,4,1,3,2,techDL,118,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,2,5,2,3,3,,1,2,3,3,,1,1,1,4,2,2,2,3,5,5,3,3,,,,,,,,,,,,,Chemie/Pharma,37,20-49,20-99,23.925,0,VG,VG,Chemie/Pharma
runter,runter,runter,gleich,gleich,gleich,4,3,3,4,3,,3,4,1,3,5,1,1,5,5,5,1,1,5,5,5,1,1,4,1,5,1,5,2,2,1,5,1,4,3,Maschinenbau,113,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,runter,runter,gleich,gleich,runter,3,4,3,3,3,,1,5,3,3,3,1,2,1,2,2,1,1,4,5,2,2,4,3,3,4,,,,,,,,,,IKT-Hardware,675,500-999,>=100,8.576923076923077,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,gleich,gleich,gleich,3,4,2,2,3,,1,2,3,3,2,1,2,1,3,2,1,1,1,2,1,3,3,1,1,3,1,3,1,3,1,3,1,3,1,Maschinenbau,6,5-9,5-19,155.2,1,VG,VG,Maschinenbau
gleich,gleich,runter,gleich,gleich,hoch,1,4,3,4,3,,3,4,3,3,,1,4,3,5,5,,4,2,5,4,1,3,3,3,3,,,,,,,,,,Sonstiges VG,30,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,3,2,2,3,3,,1,1,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,4,Maschinenbau,70,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemie/Pharma,5,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,runter,runter,hoch,hoch,,3,3,3,2,3,,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,Sonstiges VG,40,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,gleich,4,3,2,3,2,Videoüberwachung Betriebsgelände,2,3,3,,4,3,2,1,4,3,2,4,1,4,4,3,3,1,1,3,2,3,2,3,1,3,1,3,1,Maschinenbau,149,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,hoch,runter,gleich,hoch,gleich,5,5,2,2,3,,1,5,1,1,5,1,1,1,2,3,1,1,1,3,3,5,3,1,1,1,1,4,2,3,1,3,1,3,1,techDL,235,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
